psychology,mind,7.69,0.02258884
psychology,health,7.23,-0.004452573
psychology,science,6.71,0.069668815
psychology,discipline,5.58,0.0829199
psychology,cognition,7.48,0.04505865
planet,star,8.45,0.111749545
planet,constellation,8.06,0
planet,moon,8.08,0.023867711
planet,sun,8.02,0.060332015
planet,galaxy,8.11,0
planet,space,7.92,0.12846847
planet,astronomer,7.94,0.028043002
precedent,example,5.85,0
precedent,information,3.85,0
precedent,cognition,2.81,0
precedent,law,6.65,0
precedent,collection,2.5,0
precedent,group,1.77,0
precedent,antecedent,6.04,0
cup,coffee,6.58,0.055518176
cup,tableware,6.85,0
cup,article,2.4,0.053716287
cup,artifact,2.92,0.033754215
cup,object,3.69,-0.010472406
cup,entity,2.15,0.18760289
cup,drink,7.25,0.0635556
cup,food,5,0.08722871
cup,substance,1.92,0
cup,liquid,5.9,0
jaguar,cat,7.42,0
jaguar,car,7.27,0
energy,secretary,1.81,0.010973357
secretary,senate,5.06,0.008358302
energy,laboratory,5.09,0
computer,laboratory,6.78,0
weapon,secret,6.06,0
FBI,fingerprint,6.94,0
FBI,investigation,8.31,0
investigation,effort,4.59,0.016220186
Mars,water,2.94,0
Mars,scientist,5.63,0
news,report,8.16,0.04593253
canyon,landscape,7.53,0
image,surface,4.56,-0.002908014
discovery,space,6.34,0.08114971
water,seepage,6.56,0
sign,recess,2.38,0
Wednesday,news,2.22,0
mile,kilometer,8.66,0
computer,news,4.47,0.000403509
territory,surface,5.34,-0.036449805
atmosphere,landscape,3.69,0
president,medal,3,0.011492886
war,troops,8.13,0
record,number,6.31,-0.009663156
skin,eye,6.22,0.09668063
Japanese,American,6.5,0
theater,history,3.91,0.11075138
volunteer,motto,2.56,0
prejudice,recognition,3,0
decoration,valor,5.63,0
century,year,7.59,0.046832804
century,nation,3.16,0.095368646
delay,racism,1.19,0
delay,news,3.31,0.105644375
minister,party,6.63,0.14512002
peace,plan,4.75,0.11543314
minority,peace,3.69,0.03318145
attempt,peace,4.25,-0.072863124
government,crisis,6.56,0.016557258
deployment,departure,4.25,0
deployment,withdrawal,5.88,0
energy,crisis,5.94,0.05045288
announcement,news,7.56,0.13109067
announcement,effort,2.75,0.029722234
stroke,hospital,7.03,0.13789022
disability,death,5.47,0
victim,emergency,6.47,0
treatment,recovery,7.91,0.012435049
journal,association,4.97,0.07032028
doctor,personnel,5,0.11990893
doctor,liability,5.19,0.058424734
liability,insurance,7.03,-0.08280767
school,center,3.44,-0.060002208
reason,hypertension,2.31,0
reason,criterion,5.91,0.1621509
hundred,percent,7.38,0.024798362
Harvard,Yale,8.13,0
hospital,infrastructure,4.63,0.033763874
death,row,5.25,0.04641307
death,inmate,5.03,0
lawyer,evidence,6.69,0.024870377
life,death,7.88,0.05249665
life,term,4.5,0.13559732
word,similarity,4.75,0
board,recommendation,4.47,0
governor,interview,3.25,0.09137748
OPEC,country,5.63,0
peace,atmosphere,3.69,0
peace,insurance,2.94,0.049521707
territory,kilometer,5.28,0
travel,activity,5,0.09228917
competition,price,6.44,-0.020279441
consumer,confidence,4.13,0.046101242
consumer,energy,4.75,0.05150713
problem,airport,2.38,0.11995729
car,flight,4.94,-0.008411517
credit,card,8.06,0.04054581
credit,information,5.31,0.15429169
hotel,reservation,8.03,0
grocery,money,5.94,0
registration,arrangement,6,0.07557098
arrangement,accommodation,5.41,0.026695203
month,hotel,1.81,0.046918355
type,kind,8.97,0.11730759
arrival,hotel,6,0.10603805
bed,closet,6.72,0.054907274
closet,clothes,8,0
situation,conclusion,4.81,0.1008493
situation,isolation,3.88,0
impartiality,interest,5.16,0.09345093
direction,combination,2.25,0.088098064
street,place,6.44,-0.010369809
street,avenue,8.88,0.046989832
street,block,6.88,0.039903253
street,children,4.94,0.01976984
listing,proximity,2.56,0.05295682
listing,category,6.38,0.032302245
cell,phone,7.81,0.019921005
production,hike,1.75,-0.090185955
benchmark,index,4.25,0
media,trading,3.88,0.053862326
media,gain,2.88,0
dividend,payment,7.63,0
dividend,calculation,6.48,0
calculation,computation,8.44,0
currency,market,7.5,-0.010042015
OPEC,oil,8.59,0
oil,stock,6.34,0.07393415
announcement,production,3.38,0.039701976
announcement,warning,6,0
profit,warning,3.88,0
profit,loss,7.63,0.14066878
dollar,yen,7.78,0
dollar,buck,9.22,-0.026528358
dollar,profit,7.38,0.043114215
dollar,loss,6.09,0.1319811
computer,software,8.5,0.0564283
network,hardware,8.31,0.06463064
phone,equipment,7.13,0.002496805
equipment,maker,5.91,0
luxury,car,6.47,0.05792879
five,month,3.38,0.024228478
report,gain,3.63,0
investor,earning,7.13,0.030343683
liquid,water,7.89,0
baseball,season,5.97,0.112659395
game,victory,7.03,0.07114336
game,team,7.69,0.022137683
marathon,sprint,7.47,0
game,series,6.19,0.10312773
game,defeat,6.97,0.08567096
seven,series,3.56,0.068953976
seafood,sea,7.47,0.06126465
seafood,food,8.34,-0.017986352
seafood,lobster,8.7,-0.022689536
lobster,food,7.81,0.10987714
lobster,wine,5.7,0.13038829
food,preparation,6.22,-0.052221473
video,archive,6.34,0
start,year,4.06,0.07265763
start,match,4.47,-0.008913441
game,round,5.97,-0.01054503
boxing,round,7.61,0.1380053
championship,tournament,8.36,0.01699517
fighting,defeating,7.41,0.11449841
line,insurance,2.69,0.10494287
day,summer,3.94,0.14742346
summer,drought,7.16,0
summer,nature,5.63,0.10362336
day,dawn,7.53,0
nature,environment,8.31,0.010884103
environment,ecology,8.81,0
nature,man,6.25,-0.03359708
man,woman,8.3,0.14012575
man,governor,5.25,0.057129346
murder,manslaughter,8.53,0
soap,opera,7.94,0
opera,performance,6.88,0.17879835
life,lesson,5.94,0
focus,life,4.06,0.028988905
production,crew,6.25,0.11164339
television,film,7.72,0.09897091
lover,quarrel,6.19,0
viewer,serial,2.97,0.044275302
possibility,girl,1.94,0.09574424
population,development,3.75,0.04907065
morality,importance,3.31,0.003912695
morality,marriage,3.69,-0.045567345
Mexico,Brazil,7.44,0
gender,equality,6.41,0
change,attitude,5.44,0.13832992
family,planning,6.25,0.041572616
opera,industry,2.63,0.10854794
sugar,approach,0.88,-0.002058953
practice,institution,3.19,0.06183788
ministry,culture,4.69,0.040650837
problem,challenge,6.75,0.10364548
size,prominence,5.31,0
country,citizen,7.31,0.00242096
planet,people,5.75,0.006943123
development,issue,3.97,0.19081514
experience,music,3.47,-0.014859572
music,project,3.63,0.024380608
glass,metal,5.56,-0.053961765
aluminum,metal,7.83,0
chance,credibility,3.88,0
exhibit,memorabilia,5.31,0
concert,virtuoso,6.81,0
rock,jazz,7.59,0.0721002
museum,theater,7.19,0.07657579
observation,architecture,4.38,0.02635267
space,world,6.53,0.087963656
preservation,world,6.19,0.09786624
admission,ticket,7.69,0.015110518
shower,thunderstorm,6.31,0
shower,flood,6.03,0
weather,forecast,8.34,-0.031376705
disaster,area,6.25,-0.040184304
governor,office,6.34,-0.03136321
architecture,century,3.78,0.08828834
