Arafat,terror,7.65,0,1.07713519,0
Arafat,Jackson,2.5,0,1.07713519,0
law,lawyer,8.38,1.529497578,1.529497578,0.05069699
movie,star,7.38,2.189562665,2.189562665,0.12467156
movie,popcorn,6.19,0,1.07713519,0
movie,critic,6.73,2.059271618,2.059271618,0.11006963
movie,theater,7.92,1.194867787,1.194867787,0.013194484
physics,proton,8.12,0,1.07713519,0
physics,chemistry,7.35,1.852709742,1.852709742,0.086919904
space,chemistry,4.88,0.637206992,0.637206992,-0.04930347
alcohol,chemistry,5.54,2.01817781,2.01817781,0.10546418
vodka,gin,8.46,0,1.07713519,0
vodka,brandy,8.13,0,1.07713519,0
drink,car,3.04,1.956368769,1.956368769,0.09853714
drink,ear,1.31,0,0,-0.120716296
drink,mouth,5.96,1.84244752,1.84244752,0.0857698
drink,eat,6.87,1.725620005,1.725620005,0.07267675
baby,mother,7.85,1.516482419,1.516482419,0.04923836
drink,mother,2.65,1.797006135,1.797006135,0.08067711
car,automobile,8.94,2.221466458,2.221466458,0.12824707
gem,jewel,8.96,0,1.07713519,0
journey,voyage,9.29,0.730244722,0.730244722,-0.03887658
boy,lad,8.83,0,1.07713519,0
coast,shore,9.1,1.09676982,1.09676982,0.002200485
asylum,madhouse,8.87,0,1.07713519,0
magician,wizard,9.02,0,1.07713519,0
midday,noon,9.29,0,1.07713519,0
furnace,stove,8.79,0,1.07713519,0
food,fruit,7.52,1.511345151,1.511345151,0.048662618
bird,cock,7.1,0,1.07713519,0
bird,crane,7.38,1.152449728,1.152449728,0.008440623
tool,implement,6.46,0,1.07713519,0
brother,monk,6.27,0,1.07713519,0
crane,implement,2.69,0,1.07713519,0
lad,brother,4.46,0,1.07713519,0
journey,car,5.85,1.55026783,1.55026783,0.053024746
monk,oracle,5,0,1.07713519,0
cemetery,woodland,2.08,0.922898867,0.922898867,-0.017285516
food,rooster,4.42,0,1.07713519,0
coast,hill,4.38,1.503605985,1.503605985,0.047795277
forest,graveyard,1.85,0,1.07713519,0
shore,woodland,3.08,2.100007048,2.100007048,0.114634916
monk,slave,0.92,0,1.07713519,0
coast,forest,3.15,1.910854806,1.910854806,0.093436316
lad,wizard,0.92,0,1.07713519,0
chord,smile,0.54,0,1.07713519,0
glass,magician,2.08,0,1.07713519,0
noon,string,0.54,1.060546174,1.060546174,-0.001859158
rooster,voyage,0.62,0,1.07713519,0
money,dollar,8.42,2.481302601,2.481302601,0.15736733
money,cash,9.08,1.502227813,1.502227813,0.047640823
money,currency,9.04,1.261994391,1.261994391,0.020717472
money,wealth,8.27,1.478931257,1.478931257,0.04502994
money,property,7.57,1.403463147,1.403463147,0.036572106
money,possession,7.29,1.402356659,1.402356659,0.0364481
money,bank,8.5,1.923570066,1.923570066,0.094861336
money,deposit,7.73,1.392972624,1.392972624,0.035396416
money,withdrawal,6.88,1.544267569,1.544267569,0.052352287
money,laundering,5.65,0,1.07713519,0
money,operation,3.31,0.473424596,0.473424596,-0.06765883
tiger,jaguar,8,0,1.07713519,0
tiger,feline,8,0,1.07713519,0
tiger,carnivore,7.08,0,1.07713519,0
tiger,mammal,6.85,0,1.07713519,0
tiger,animal,7,0,1.07713519,0
tiger,organism,4.77,0,1.07713519,0
tiger,fauna,5.62,0,1.07713519,0
tiger,zoo,5.87,0,1.07713519,0
psychology,psychiatry,8.08,0,1.07713519,0
psychology,anxiety,7,0.88922344,0.88922344,-0.021059576
psychology,fear,6.85,0.684386934,0.684386934,-0.044015937
psychology,depression,7.42,2.088477493,2.088477493,0.11334278
psychology,clinic,6.58,1.412175754,1.412175754,0.037548542
psychology,doctor,6.42,1.571546132,1.571546132,0.05540944
psychology,Freud,8.21,0,1.07713519,0
psychology,mind,7.69,0.416954605,0.416954605,-0.073987514
psychology,health,7.23,0.958926406,0.958926406,-0.013247851
psychology,science,6.71,1.284124658,1.284124658,0.023197647
psychology,discipline,5.58,0.808392957,0.808392957,-0.03011838
psychology,cognition,7.48,0.519984729,0.519984729,-0.06244076
planet,star,8.45,1.675241867,1.675241867,0.06703079
planet,constellation,8.06,0,1.07713519,0
planet,moon,8.08,0.918833128,0.918833128,-0.01774117
planet,sun,8.02,1.003275676,1.003275676,-0.008277556
planet,galaxy,8.11,0,1.07713519,0
planet,space,7.92,2.096050988,2.096050988,0.114191554
planet,astronomer,7.94,1.608234632,1.608234632,0.05952118
precedent,example,5.85,0,1.07713519,0
precedent,information,3.85,0,1.07713519,0
precedent,cognition,2.81,0,1.07713519,0
precedent,law,6.65,0,1.07713519,0
precedent,collection,2.5,0,1.07713519,0
precedent,group,1.77,0,1.07713519,0
precedent,antecedent,6.04,0,1.07713519,0
cup,coffee,6.58,2.205051955,2.205051955,0.12640747
cup,tableware,6.85,0,1.07713519,0
cup,article,2.4,2.673949661,2.673949661,0.1789576
cup,artifact,2.92,1.763917565,1.763917565,0.07696882
cup,object,3.69,1.350658204,1.350658204,0.03065417
cup,entity,2.15,1.342232655,1.342232655,0.029709905
cup,drink,7.25,1.657965862,1.657965862,0.06509464
cup,food,5,2.453734785,2.453734785,0.15427776
cup,substance,1.92,0,1.07713519,0
cup,liquid,5.9,0,1.07713519,0
jaguar,cat,7.42,0,1.07713519,0
jaguar,car,7.27,0,1.07713519,0
energy,secretary,1.81,1.582758961,1.582758961,0.05666608
secretary,senate,5.06,1.57271964,1.57271964,0.055540957
energy,laboratory,5.09,0,1.07713519,0
computer,laboratory,6.78,0,1.07713519,0
weapon,secret,6.06,0,1.07713519,0
FBI,fingerprint,6.94,0,1.07713519,0
FBI,investigation,8.31,0,1.07713519,0
investigation,effort,4.59,2.299890944,2.299890944,0.13703623
Mars,water,2.94,0,1.07713519,0
Mars,scientist,5.63,0,1.07713519,0
news,report,8.16,2.539974185,2.539974185,0.16394275
canyon,landscape,7.53,0,1.07713519,0
image,surface,4.56,1.77444195,1.77444195,0.078148305
discovery,space,6.34,0.656997764,0.656997764,-0.047085486
water,seepage,6.56,0,1.07713519,0
sign,recess,2.38,0,1.07713519,0
Wednesday,news,2.22,0,1.07713519,0
mile,kilometer,8.66,0,1.07713519,0
computer,news,4.47,1.725972636,1.725972636,0.07271627
territory,surface,5.34,1.457157575,1.457157575,0.042589728
atmosphere,landscape,3.69,0,1.07713519,0
president,medal,3,1.209223944,1.209223944,0.014803402
war,troops,8.13,0,1.07713519,0
record,number,6.31,2.295495809,2.295495809,0.13654366
skin,eye,6.22,1.920631981,1.920631981,0.09453206
Japanese,American,6.5,0,1.07713519,0
theater,history,3.91,1.403400063,1.403400063,0.036565036
volunteer,motto,2.56,0,1.07713519,0
prejudice,recognition,3,0,1.07713519,0
decoration,valor,5.63,0,1.07713519,0
century,year,7.59,1.50409784,1.50409784,0.0478504
century,nation,3.16,1.236471723,1.236471723,0.017857105
delay,racism,1.19,0,1.07713519,0
delay,news,3.31,1.192073636,1.192073636,0.012881339
minister,party,6.63,1.358045052,1.358045052,0.031482026
peace,plan,4.75,0.316041893,0.316041893,-0.085296966
minority,peace,3.69,0.652293415,0.652293415,-0.04761271
attempt,peace,4.25,1.140330675,1.140330675,0.007082421
government,crisis,6.56,1.645899865,1.645899865,0.063742384
deployment,departure,4.25,0,1.07713519,0
deployment,withdrawal,5.88,0,1.07713519,0
energy,crisis,5.94,1.266306767,1.266306767,0.021200767
announcement,news,7.56,2.559993256,2.559993256,0.16618632
announcement,effort,2.75,1.077362723,1.077362723,2.55E-05
stroke,hospital,7.03,0.62952139,0.62952139,-0.050164808
disability,death,5.47,0,1.07713519,0
victim,emergency,6.47,0,1.07713519,0
treatment,recovery,7.91,0.675693146,0.675693146,-0.044990264
journal,association,4.97,0.820193731,0.820193731,-0.028795848
doctor,personnel,5,1.741164394,1.741164394,0.074418835
doctor,liability,5.19,1.909095074,1.909095074,0.0932391
liability,insurance,7.03,2.253264425,2.253264425,0.13181072
school,center,3.44,1.533167909,1.533167909,0.05110833
reason,hypertension,2.31,0,1.07713519,0
reason,criterion,5.91,0.349807495,0.349807495,-0.0815128
hundred,percent,7.38,1.482525744,1.482525744,0.04543278
Harvard,Yale,8.13,0,1.07713519,0
hospital,infrastructure,4.63,0.837844166,0.837844166,-0.026817735
death,row,5.25,1.427167246,1.427167246,0.039228663
death,inmate,5.03,0,1.07713519,0
lawyer,evidence,6.69,1.574102461,1.574102461,0.055695932
life,death,7.88,2.309185714,2.309185714,0.13807791
life,term,4.5,1.031858548,1.031858548,-0.005074227
word,similarity,4.75,0,1.07713519,0
board,recommendation,4.47,0,1.07713519,0
governor,interview,3.25,0.869153865,0.869153865,-0.023308806
OPEC,country,5.63,0,1.07713519,0
peace,atmosphere,3.69,0,1.07713519,0
peace,insurance,2.94,1.079579644,1.079579644,0.000273954
territory,kilometer,5.28,0,1.07713519,0
travel,activity,5,2.156580366,2.156580366,0.12097518
competition,price,6.44,2.310131894,2.310131894,0.13818395
consumer,confidence,4.13,0.674625204,0.674625204,-0.04510995
consumer,energy,4.75,1.250919466,1.250919466,0.019476287
problem,airport,2.38,2.554924801,2.554924801,0.16561829
car,flight,4.94,1.74826802,1.74826802,0.07521495
credit,card,8.06,2.133787131,2.133787131,0.118420705
credit,information,5.31,1.969112226,1.969112226,0.09996532
hotel,reservation,8.03,0,1.07713519,0
grocery,money,5.94,0,1.07713519,0
registration,arrangement,6,0.736060556,0.736060556,-0.03822479
arrangement,accommodation,5.41,0.342822587,0.342822587,-0.08229561
month,hotel,1.81,1.499180877,1.499180877,0.047299348
type,kind,8.97,1.376718002,1.376718002,0.033574734
arrival,hotel,6,1.685296062,1.685296062,0.06815758
bed,closet,6.72,1.073534787,1.073534787,-0.000403503
closet,clothes,8,0,1.07713519,0
situation,conclusion,4.81,1.151046607,1.151046607,0.008283373
situation,isolation,3.88,0,1.07713519,0
impartiality,interest,5.16,1.70333051,1.70333051,0.07017873
direction,combination,2.25,1.531409641,1.531409641,0.050911278
street,place,6.44,1.436307891,1.436307891,0.04025307
street,avenue,8.88,2.380163802,2.380163802,0.14603254
street,block,6.88,3.052365681,3.052365681,0.2213673
street,children,4.94,1.906760799,1.906760799,0.092977494
listing,proximity,2.56,1.238759082,1.238759082,0.018113453
listing,category,6.38,1.585705978,1.585705978,0.056996357
cell,phone,7.81,0.568447664,0.568447664,-0.05700944
production,hike,1.75,1.63288128,1.63288128,0.06228337
benchmark,index,4.25,0,1.07713519,0
media,trading,3.88,1.403421834,1.403421834,0.036567476
media,gain,2.88,0,1.07713519,0
dividend,payment,7.63,0,1.07713519,0
dividend,calculation,6.48,0,1.07713519,0
calculation,computation,8.44,0,1.07713519,0
currency,market,7.5,1.273579554,1.273579554,0.02201584
OPEC,oil,8.59,0,1.07713519,0
oil,stock,6.34,1.35823841,1.35823841,0.031503696
announcement,production,3.38,1.049292264,1.049292264,-0.003120402
announcement,warning,6,0,1.07713519,0
profit,warning,3.88,0,1.07713519,0
profit,loss,7.63,1.053015937,1.053015937,-0.002703084
dollar,yen,7.78,0,1.07713519,0
dollar,buck,9.22,1.628221965,1.628221965,0.061761193
dollar,profit,7.38,0.640661765,0.640661765,-0.048916288
dollar,loss,6.09,1.750796091,1.750796091,0.075498275
computer,software,8.5,2.190103658,2.190103658,0.12473219
network,hardware,8.31,0.700902327,0.700902327,-0.04216503
phone,equipment,7.13,0.727827473,0.727827473,-0.039147485
equipment,maker,5.91,0,1.07713519,0
luxury,car,6.47,1.304383897,1.304383897,0.025468133
five,month,3.38,2.535560489,2.535560489,0.1634481
report,gain,3.63,0,1.07713519,0
investor,earning,7.13,1.714074317,1.714074317,0.071382806
liquid,water,7.89,0,1.07713519,0
baseball,season,5.97,2.249230041,2.249230041,0.13135858
game,victory,7.03,1.923091212,1.923091212,0.09480767
game,team,7.69,1.953121827,1.953121827,0.09817325
marathon,sprint,7.47,0,1.07713519,0
game,series,6.19,0.760657914,0.760657914,-0.035468124
game,defeat,6.97,1.913588682,1.913588682,0.093742706
seven,series,3.56,1.490257424,1.490257424,0.046299282
seafood,sea,7.47,1.612002847,1.612002847,0.05994349
seafood,food,8.34,0.843159677,0.843159677,-0.026222017
seafood,lobster,8.7,1.898338739,1.898338739,0.09203362
lobster,food,7.81,1.893220709,1.893220709,0.091460034
lobster,wine,5.7,1.228276831,1.228276831,0.01693869
food,preparation,6.22,2.278691377,2.278691377,0.13466036
video,archive,6.34,0,1.07713519,0
start,year,4.06,2.131058921,2.131058921,0.11811495
start,match,4.47,2.025246646,2.025246646,0.106256396
game,round,5.97,1.883729332,1.883729332,0.09039632
boxing,round,7.61,1.295813396,1.295813396,0.024507623
championship,tournament,8.36,1.463300717,1.463300717,0.0432782
fighting,defeating,7.41,1.072077799,1.072077799,-0.00056679
line,insurance,2.69,1.662460042,1.662460042,0.06559831
day,summer,3.94,2.778096001,2.778096001,0.19062945
summer,drought,7.16,0,1.07713519,0
summer,nature,5.63,1.153371897,1.153371897,0.008543972
day,dawn,7.53,0,1.07713519,0
nature,environment,8.31,2.282150772,2.282150772,0.13504806
environment,ecology,8.81,0,1.07713519,0
nature,man,6.25,1.415582512,1.415582512,0.037930343
man,woman,8.3,1.814103415,1.814103415,0.08259323
man,governor,5.25,1.579771925,1.579771925,0.056331318
murder,manslaughter,8.53,0,1.07713519,0
soap,opera,7.94,0,1.07713519,0
opera,performance,6.88,1.29708006,1.29708006,0.02464958
life,lesson,5.94,0,1.07713519,0
focus,life,4.06,1.507187471,1.507187471,0.04819666
production,crew,6.25,1.717180313,1.717180313,0.0717309
television,film,7.72,2.269367608,2.269367608,0.13361543
lover,quarrel,6.19,0,1.07713519,0
viewer,serial,2.97,0.581371844,0.581371844,-0.055561006
possibility,girl,1.94,1.017850703,1.017850703,-0.006644109
population,development,3.75,1.724641523,1.724641523,0.07256709
morality,importance,3.31,1.771960814,1.771960814,0.07787024
morality,marriage,3.69,1.349703038,1.349703038,0.030547123
Mexico,Brazil,7.44,0,1.07713519,0
gender,equality,6.41,0,1.07713519,0
change,attitude,5.44,1.484993835,1.484993835,0.045709383
family,planning,6.25,1.181481821,1.181481821,0.011694297
opera,industry,2.63,1.886352655,1.886352655,0.09069032
sugar,approach,0.88,0.888630417,0.888630417,-0.021126037
practice,institution,3.19,2.223052675,2.223052675,0.12842484
ministry,culture,4.69,0.849989951,0.849989951,-0.025456537
problem,challenge,6.75,1.248664845,1.248664845,0.019223608
size,prominence,5.31,0,1.07713519,0
country,citizen,7.31,0.964147852,0.964147852,-0.012662675
planet,people,5.75,1.473857644,1.473857644,0.044461332
development,issue,3.97,2.281541429,2.281541429,0.13497977
experience,music,3.47,1.853529986,1.853529986,0.08701183
music,project,3.63,1.55446345,1.55446345,0.053494956
glass,metal,5.56,1.915902506,1.915902506,0.09400202
aluminum,metal,7.83,0,1.07713519,0
chance,credibility,3.88,0,1.07713519,0
exhibit,memorabilia,5.31,0,1.07713519,0
concert,virtuoso,6.81,0,1.07713519,0
rock,jazz,7.59,1.574185132,1.574185132,0.055705197
museum,theater,7.19,1.541056881,1.541056881,0.05199246
observation,architecture,4.38,1.419163187,1.419163187,0.038331635
space,world,6.53,0.677342698,0.677342698,-0.044805396
preservation,world,6.19,2.191038364,2.191038364,0.124836944
admission,ticket,7.69,0.657394528,0.657394528,-0.04704102
shower,thunderstorm,6.31,0,1.07713519,0
shower,flood,6.03,0,1.07713519,0
weather,forecast,8.34,1.737812296,1.737812296,0.07404316
disaster,area,6.25,1.279320694,1.279320694,0.022659259
governor,office,6.34,1.366736225,1.366736225,0.03245606
architecture,century,3.78,1.233670194,1.233670194,0.017543133
