delay,racism,1.19,0
delay,news,3.31,-0.053624585
minister,party,6.63,0.1408545
peace,plan,4.75,-0.052175526
minority,peace,3.69,0.026773568
attempt,peace,4.25,-0.056550775
government,crisis,6.56,0.022966223
deployment,departure,4.25,0
deployment,withdrawal,5.88,0
energy,crisis,5.94,0.010251198
announcement,news,7.56,-0.035513967
announcement,effort,2.75,-0.015679182
stroke,hospital,7.03,0
disability,death,5.47,0
victim,emergency,6.47,0
treatment,recovery,7.91,-0.020742616
journal,association,4.97,0.13170639
doctor,personnel,5,0.02831246
doctor,liability,5.19,-0.05988869
liability,insurance,7.03,-0.11572088
school,center,3.44,0.032819204
reason,hypertension,2.31,0
reason,criterion,5.91,0
hundred,percent,7.38,0.04898339
Harvard,Yale,8.13,0
hospital,infrastructure,4.63,-0.108876616
death,row,5.25,0
death,inmate,5.03,0
lawyer,evidence,6.69,0.010156412
life,death,7.88,0.07403234
life,term,4.5,0.08480257
word,similarity,4.75,-0.01987069
board,recommendation,4.47,0
governor,interview,3.25,0.07432711
OPEC,country,5.63,0
peace,atmosphere,3.69,0.039479643
peace,insurance,2.94,0.01679266
territory,kilometer,5.28,0
travel,activity,5,0.086258546
competition,price,6.44,0.0974543
consumer,confidence,4.13,0
consumer,energy,4.75,0
problem,airport,2.38,-0.01210239
car,flight,4.94,0.14668328
credit,card,8.06,0.10563846
credit,information,5.31,0.012161505
hotel,reservation,8.03,0.17910044
grocery,money,5.94,0.09483664
registration,arrangement,6,-0.024747953
arrangement,accommodation,5.41,0
month,hotel,1.81,0.15118492
type,kind,8.97,0.14115432
arrival,hotel,6,0.10966368
bed,closet,6.72,0
closet,clothes,8,0
situation,conclusion,4.81,-0.027197953
situation,isolation,3.88,0.09183586
impartiality,interest,5.16,0
direction,combination,2.25,0.08973625
street,place,6.44,0.024031918
street,avenue,8.88,-0.0673228
street,block,6.88,0.13946661
street,children,4.94,0.117820844
listing,proximity,2.56,0.033935186
listing,category,6.38,-0.008882254
cell,phone,7.81,0
production,hike,1.75,0
benchmark,index,4.25,0
media,trading,3.88,0.065076254
media,gain,2.88,0.048675448
dividend,payment,7.63,0
dividend,calculation,6.48,0
calculation,computation,8.44,0
currency,market,7.5,0.047881693
OPEC,oil,8.59,0
oil,stock,6.34,0.113490745
announcement,production,3.38,-0.041931115
announcement,warning,6,0.042401742
profit,warning,3.88,-0.00955566
profit,loss,7.63,0.040862594
dollar,yen,7.78,0
dollar,buck,9.22,0.06634635
dollar,profit,7.38,0.009201381
dollar,loss,6.09,0.020763462
computer,software,8.5,0.052877903
network,hardware,8.31,0
phone,equipment,7.13,0
equipment,maker,5.91,0.050867543
luxury,car,6.47,0
five,month,3.38,0.13267979
report,gain,3.63,0.019410666
investor,earning,7.13,0.006595243
liquid,water,7.89,0
baseball,season,5.97,0.07731871
game,victory,7.03,0.031344898
game,team,7.69,0.08653898
marathon,sprint,7.47,0
game,series,6.19,0.08202223
game,defeat,6.97,0.045534883
seven,series,3.56,0.037553683
seafood,sea,7.47,0
seafood,food,8.34,0
seafood,lobster,8.7,0
lobster,food,7.81,0.084407054
lobster,wine,5.7,0
food,preparation,6.22,0.08092955
video,archive,6.34,0
start,year,4.06,0.027492605
start,match,4.47,0.06561555
game,round,5.97,-0.031756204
boxing,round,7.61,0.054621324
championship,tournament,8.36,0.063640624
fighting,defeating,7.41,-0.028731424
line,insurance,2.69,0.04923322
day,summer,3.94,0.04070454
summer,drought,7.16,0
summer,nature,5.63,0.085193574
day,dawn,7.53,0.10189012
nature,environment,8.31,0.011734713
environment,ecology,8.81,0
nature,man,6.25,0.010974464
man,woman,8.3,-0.06877074
man,governor,5.25,0.054389425
murder,manslaughter,8.53,0
soap,opera,7.94,-0.021557191
opera,performance,6.88,0.026855543
life,lesson,5.94,0
focus,life,4.06,0.11825852
production,crew,6.25,0.040313907
television,film,7.72,0.07109038
lover,quarrel,6.19,0
viewer,serial,2.97,-0.012744289
possibility,girl,1.94,0
population,development,3.75,0.056678496
morality,importance,3.31,-0.082856715
morality,marriage,3.69,0.086725295
Mexico,Brazil,7.44,0
gender,equality,6.41,0
change,attitude,5.44,0
family,planning,6.25,-0.074120544
opera,industry,2.63,0.071563914
sugar,approach,0.88,0.019468881
practice,institution,3.19,0.1265632
ministry,culture,4.69,0.038464025
problem,challenge,6.75,-0.04867767
size,prominence,5.31,-0.018328128
country,citizen,7.31,0.007543087
planet,people,5.75,-0.08006587
development,issue,3.97,0.039163575
experience,music,3.47,0.12960847
music,project,3.63,0.08209413
glass,metal,5.56,0.0789582
aluminum,metal,7.83,-0.07938065
chance,credibility,3.88,0
exhibit,memorabilia,5.31,-0.04079303
concert,virtuoso,6.81,0
rock,jazz,7.59,0.038927138
museum,theater,7.19,-0.017462812
observation,architecture,4.38,-0.12515086
space,world,6.53,0.026117835
preservation,world,6.19,0.06122061
admission,ticket,7.69,-0.0794902
shower,thunderstorm,6.31,0
shower,flood,6.03,0
weather,forecast,8.34,0
disaster,area,6.25,0
governor,office,6.34,0.20765471
architecture,century,3.78,-0.029653046
